id,name,img,desc,price,brand
41,Shirts,pics/1.jpg,Navy Color Check Full Sleeves Casual Shirt for Men (Shirt For Men Creaser Casual Shirt for Men),820,Daraz
42,Shirts,pics/2.jpg,Premium_Light Sky Color Check Full Sleeves Casual Shirt for Men (Shirt For Men Creaser Casual Shirt for Men),1000,Daraz
43,Shirts,pics/3.jpg,Army Green Cotton Long Sleeve Casual Shirt For Men,379,Daraz
44,Shirts,pics/4.jpg,Long Sleeve Casual Shirt for Men,367,Daraz
45,Shirts,pics/5.jpg,Navy Blue Printed Cotton Long Sleeve Casual Shirt for Men,526,Daraz
46,Shirts,pics/6.jpg,Pest Cotton Long Sleeve Shirt for Men,358,Daraz
47,Shirts,pics/7.jpg,Army Green Cotton Long Sleeve Casual Shirt For Men,399,Daraz
48,Shirts,pics/8.jpg,Army Green Cotton Long Sleeve Casual Shirt For Men-2021,373,Daraz
49,Shirts,pics/9.jpg,Long Sleeve Casual Shirt for Men,385,Daraz
50,Shirts,pics/10.jpg,Black Danim For Men's Long Sleeve jeans Shirts.,599,Daraz
51,Shirts,pics/11.jpg,Army Green Cotton Long Sleeve Casual Shirt For Men,379,Daraz
52,Shirts,pics/12.jpg,New Style Trendy Cotton Oxford Long Sleeve Shirt For Men,450,Daraz
53,Shirts,pics/13.jpg,Men's full sleeve Cotton Formal White Shirt,595,Daraz
54,Shirts,pics/14.jpg,Long Sleeve Casual Shirt for Men,385,Daraz
55,Shirts,pics/15.jpg,Sleeveless T-shirt for men CR-0004,94,Daraz
56,Shirts,pics/16.jpg,Navy Blue Ball Printed Formal Shirt for Men,350,Daraz
57,Shirts,pics/17.jpg,Casual shirt for men,389,Daraz
58,Shirts,pics/18.jpg,Black Ball Printed Formal Shirt for Men,232,Daraz
59,Shirts,pics/19.jpg,Brown Long Sleeve Casual Shirt for Men 2020,383,Daraz
60,Shirts,pics/20.jpg,Denim Long Sleeve Shirt for Men,549,Daraz
61,Shirts,pics/61.jpeg,Pointless Half Sleeve T-shirt â€“ STLR68,330,PrioShop
62,Shirts,pics/62.jpeg,You Can't Stop Me Unisex Half Sleeve T-shirt V086,200,PrioShop
63,Shirts,pics/63.jpeg,Wrong And Visionary Half Sleeve T-shirt â€“ STLR86,330,PrioShop
64,Shirts,pics/66.jpeg,World Vs Covid 19 Half Sleeve T-shirt,200,PrioShop
65,Shirts,pics/65.jpeg,Wizard Half Sleeve T-shirt for Men â€“ STLR90,330,PrioShop
66,Shirts,pics/66.jpeg,Wizard Half Sleeve T-shirt for Men â€“ STLR89,330,PrioShop
67,Shirts,pics/67.jpeg,Winter Shirt for Men RN-MEH-SS20-SM541,1989,PrioShop
68,Shirts,pics/68.jpeg,White Cotton Full Sleeve Shirt for Men WFS - 719013,420,PrioShop
69,Shirts,pics/69.jpeg,White Cotton Full Sleeve Polka Shirt for Men WPS - 7190141,480,PrioShop
70,Shirts,pics/70.jpeg,Where Is The Food Half Sleeve T-shirt â€“ STLR91,330,PrioShop
71,Shirts,pics/71.jpeg,We Rise Half Sleeve T-shirt for Men â€“ STLR87,330,PrioShop
72,Shirts,pics/72.jpeg,We Can Fight Coronavirus Half Sleeve T-shirt,200,PrioShop
73,Shirts,pics/73.jpeg,Visionary Half Sleeve T-shirt for Men â€“ STLR2,330,PrioShop
74,Shirts,pics/74.jpeg,Virus Alert Unisex Half Sleeve T-shirt V085,200,PrioShop
75,Shirts,pics/75.jpeg,Vertical Stripe Cotton T-shirt GRN RN-AL-SS20-MT444,806,PrioShop
76,Shirts,pics/76.jpeg,Vertical Stripe Cotton T-shirt BLU RN-AL-SS20-MT444,806,PrioShop
77,Shirts,pics/77.jpeg,Valar Morghulis Half Sleeve T-shirt for Men â€“ STLR85,330,PrioShop
78,Shirts,pics/78.jpeg,USA Flag Megi 3D T-shirt for Kids â€“ SOS25,499,PrioShop
79,Shirts,pics/79.jpeg,Unisex Half Sleeve T-shirt V077,200,PrioShop
80,Shirts,pics/80.jpeg,Unisex Half Sleeve T-shirt V076,200,PrioShop
81,watch,pics/121.jpeg,Zee5 1 Month 1 Device Subscription,99,priyoshop
82,watch,pics/122.jpeg,Zeblaze Vibe Lite Smart Watch,1700,priyoshop
83,watch,pics/123.jpeg,Zeblaze Vibe 6 Heart Rate 1.3 Inch IPS Color Touch Screen Smart Watch,4250,priyoshop
84,watch,pics/124.jpeg,Zeblaze VIBE 3 PRO Smart Watch,2850,priyoshop
85,watch,pics/125.jpeg,Zeblaze THOR 4 Pro Built-in GPS 4G Wifi Smart Watch,10500,priyoshop
86,watch,pics/126.jpeg,Zeblaze Neo Smart Watch,3400,priyoshop
87,watch,pics/127.jpeg,Zeblaze Neo 3 Smart Watch,2500,priyoshop
88,watch,pics/128.jpeg,Zeblaze Hybrid Smart Watch,3350,priyoshop
89,watch,pics/129.jpeg,Zeblaze Crystal 3 Smart Watch,1599,priyoshop
90,watch,pics/130.jpeg,Z3 Camera & SIM Support Bluetooth Smart Watch,850,priyoshop
91,watch,pics/131.jpeg,Y1S Bluetooth Smart Watch,750,priyoshop
92,watch,pics/132.jpeg,Xiaomi Haylou Solar LS05-1 Smart Watch (Global Version),2500,priyoshop
93,watch,pics/133.jpeg,WINNER Mechanical Sports Wristwatch for Men,1850,priyoshop
94,watch,pics/134.jpeg,Wavefun AIDIG S Smart Watch,2250,priyoshop
95,watch,pics/135.jpeg,Universal Cell Phone Tablet Holder Mobile Phone Stand Bracket â€“ H002,370,priyoshop
96,watch,pics/136.jpeg,Universal Cell Phone Tablet Holder Mobile Phone Stand Bracket â€“ H001,380,priyoshop
97,watch,pics/137.jpeg,Tanix TX3 Android TV Box,2400,priyoshop
98,watch,pics/138.jpeg,Sporty Look Digital Watch with Rubber Belt for Men â€“ Black & Green,285,priyoshop
99,watch,pics/139.jpeg,Smart 88 - Xiaomi Mi band 5 Smart Watch,1055,priyoshop
100,watch,pics/140.jpeg,SKONE Stainless Steel Quartz Wristwatch for Men,1800,priyoshop
101,watch,pics/81.jpg,SKMEI Fashion Sport Casual Stainless Steel Dual Display Waterproof Digital Watch For Men 1370,854,daraz
102,watch,pics/82.jpg,SKMEI Quartz Couple Fashion Classic Leather Waterproof Wristwatches Casual Watch For Man Women 9120ï¼ˆ1 pieceï¼‰,599,daraz
103,watch,pics/83.jpg,WRM10 - PU Leather Wrist Watch For Men,137,daraz
104,watch,pics/84.jpg,Black Analog Watch For Men,136,daraz
105,watch,pics/85.jpg,Led watch for men - Black,152,daraz
106,watch,pics/86.jpg,Stainless Steel mens watch Black,175,daraz
107,watch,pics/87.jpg,Digital New Fashionable Touch Apple Watch for Men(Magnet),244,daraz
108,watch,pics/88.jpg,Band For Apple Watch Series 3 2 1 38MM 42MM Soft Silicone Breathable Replacement Strap Sport Loop for iwatch series 4 40MM 44MM,118,daraz
109,watch,pics/89.jpg,Led watches for MAN,137,daraz
110,watch,pics/90.jpg,Ladies Bracelet Type Wrist Watch - Black,105,daraz
111,watch,pics/91.jpg,Ladies Quartz Watch Starry Sky Wrist Watch Female Magnet Wristwatch,130,daraz
112,watch,pics/92.jpg,Stainless Steel gents watch silver,162,daraz
113,watch,pics/93.jpg,BARIHO couple Wrist watch,241,daraz
114,watch,pics/94.jpg,Leather Analog Watch For Men - Black,130,daraz
115,watch,pics/95.jpg,Ladies Fashionable Wrist Watch+Box,350,daraz
116,watch,pics/96.jpg,Women Luxury Starry Sky Roma Ladies Magnet Wristwatch,115,daraz
117,watch,pics/97.jpg,Xiaomi IMILAB KW66 Smart Watch Waterproof Customize Dials Round metal body Smartwatch for Men Women -Global Version,2488,daraz
118,watch,pics/98.jpg,CURREN 8106 - Stainless Steel Analog Watches for Men - Black,850,daraz
119,watch,pics/99.jpg,Xiaomi IMILAB KW66 Smart Watch Waterproof Customize Dials Silicon strap Round Smartwatch for Men Women-Global Version,2694,daraz
120,watch,pics/100.jpg,Ladies Quartz Watch Starry Sky Wrist Watch Female Magnet Wristwatch,130,daraz
121,watch,pics/101.jpg,Dior Magnetic watches for girls,105,daraz
122,watch,pics/102.jpg,Naviforce NF9117 - Coffee PU Leather Analog Watch for Men - Silver & Coffee,1400,daraz
123,watch,pics/103.jpg,SKMEI Sports Fashion Quartz Dual Display Waterproof Watch For Men 1389,1209,daraz
124,watch,pics/104.jpg,RD-Multicolor Stainless Steel Strap Analog Wrist Watch for men,240,daraz
125,watch,pics/105.jpg,Analog Men\'s Luxury Watch with Luminous Hands Gold & silver Stainless Steel Band dial black,230,daraz
126,watch,pics/106.jpg,PU Leather Analog Wrist Watch For Men-Brown,127,daraz
127,watch,pics/107.jpg,Black Mens Round Custom Vintage Retro Ladies Oversized Sunglasses,57,daraz
128,watch,pics/108.jpg,W643 - Leather Analog Watch For Men - Black,125,daraz
129,watch,pics/109.jpg,PU Black Leather Analog Watch for Men,220,daraz
130,watch,pics/110.jpg,Stainless steel Rhadu watches for men,198,daraz
131,watch,pics/111.jpg,Digital watches for MEN,113,daraz
132,watch,pics/112.jpg,Fashion Watches Stainless Steel Quartz Men Watch,127,daraz
133,watch,pics/113.jpg,New Ladies Fashionable Wrist Watch+Box,348,daraz
134,watch,pics/114.jpg,Digital watches for MEN,113,daraz
135,watch,pics/115.jpg,Xiaomi IMILAB Smart Watch KW66 3D HD Curved Screen - Black,2525,daraz
136,watch,pics/116.jpg,8139 Analog Wrist Watch - Brown and White,111,daraz
137,watch,pics/117.jpg,Stylish Fashion Bracelet Watch Silver Colour Strap Dashing Looks Casual Luxury Use Watch For Women,225,daraz
138,watch,pics/118.jpg,Chocolate Leather Wrist Watch For Men,130,daraz
139,watch,pics/119.jpg,Microwear IWO W26 Smart Watch Men Bluetooth Call Body Temperature ECG Heart Rate Sleep Monitor IP68 Waterproof W26 Smartwatch,1406,daraz
140,watch,pics/120.jpg,New Elegant Sportty Look Digital Men\'s Watch With Rubber belt,350,daraz
141,Beef,pics/beef.jpg,Beef Premium Cube,598,Shwapno
142,Beef,pics/beef.jpg,Beef Bone In Kg,579,Chaldal
143,Egg,pics/egg.jpg,Chicken Egg (Per Piece),9,Shwapno
144,Egg,pics/eggwhite.jpg,Egg White (Duck) (Per Piece),16,Shwapno
145,Egg,pics/eggwhite.jpg,Duck Eggs (Deshi) Pack-12pcs,169,Chaldal
146,Egg,pics/egg.jpg,Chicken Egg (layer)-12 pc,99,Chaldal
147,Egg,pics/egg.jpg,chicken egg (layer) 6 pcs,49,Chaldal
148,Egg,pics/egg.jpg,Quail eggs-20 pcs,59,Chaldal
149,Rice,pics/miniket rice.jpg,Shwapno Premium Miniket Rice 1 Kg,62,Shwapno
150,Rice,pics/Aci mini.jpg,ACI Pure Premium Miniket Rice - 5Kg,390,Shwapno
151,rice,pics/miniket rice.jpg,Miniket Rice Premium - 5 kg,329,Chaldal
152,Rice,pics/miniket rice.jpg,Miniket rice standard - 5kg,279,Chaldal
153,Rice,pics/miniket rice.jpg,Miniket Rice 1 Kg,54,Shwapno
154,Rice,pics/rice.jpg,Nazirshail rice premium - 5 Kg,339,Chaldal
155,Rice,pics/aci premimum rice.jpg,ACI Pure Premium Najirshail Rice 5kg,410,Shwapno
156,Rice,pics/miniket rice.jpg,Nazirshail rice standard - 5 Kg,279,Chaldal
157,Rice,pics/miniket rice.jpg,Nazirshail Standard Rice Per Kg,56,Shwapno
158,Oil,pics/oil.jpg,Teer Soyabean Oil 5Ltr,670,Shwapno
159,Oil,pics/oil.jpg,Teer Soyabean Oil 5Ltr,685,Chaldal
160,Oil,pics/oil2.jpg,Teer Soyabean Oil 2Ltr,280,Shwapno
161,Oil,pics/oil2.jpg,Teer Soyabean Oil 2Ltr,280,Chaldal
162,Oil,pics/oil3.jpg,Rupchanda Soyabean Oil 2Ltr,276,Shwapno
163,Oil,pics/oil3.jpg,Rupchada soyabean Oil 2Ltr,286,Chaldal
164,Oil,pics/oil3.jpg,Fresh soyabean oil - 8 liters,1069,Chaldal
165,Sugar,pics/chini.jpg,Sugar 1 Kg,68,Shwapno
166,Sugar,pics/chini.jpg,Sugar (TCB) Kg,58,Chaldal
167,Onion,pics/onion.jpg,Onion Local 1 Kg,42,Shwapno
168,Onion,pics/onion.jpg,onion local-1kg,37,Chaldal
169,Onion,pics/onion.jpg,red onion- 1 kg,43,Chaldal
170,Ginger,pics/ada2.jpg,Ada Imported 1 Kg,145,Shwapno
171,Ginger,pics/ada2.jpg,Ginger thai - 250gm,339,Chaldal
172,Ginger,pics/ada1.jpg,Ginger (Ada) Local Hybrid 1 Kg,100,Shwapno
173,Ginger,pics/ada1.jpg,Ginger local - 500gm,34,Chaldal
174,Garlic,garlic1.jpg,Garlic Deshi 1 Kg,85,Shwapno
175,Garlic,garlic 2.jpg,Garlic Roshun Chinese 1 Kg,140,Shwapno
176,Atta,pics/ata.jpg,ACI Pure Atta 2kg,75,Shwapno
177,Atta,pics/ata2.jpg,Sunshine Atta 2kg,75,Shwapno
178,Atta,pics/ata.jpg,Teer Atta 2Kg,81,Chaldal
179,Atta,pics/ata.jpg,ACI Pure Atta 2kg,75,Chaldal
180,Milk,pics/arong.jpg,Aarong Liquid Milk 1L,75,Shwapno
181,Milk,pics/milk2.jpg,Ultra Pastuerized Milk 1ltr,75,Shwapno
182,Milk,pics/milk3.jpg,Cowhead Pure Milk 1L,250,Shwapno
183,Milk,pics/arong.jpg,Aarong Dairy Full Cream Liquid Milk,75,Chaldal
184,Milk,pics/amul.jpg,Amul Taaza Full Cream UHT Milk,225,Chaldal
185,Milk,pics/milk3.jpg,Cowhead Pure UHT Milk,299,Chaldal
186,Tea,pics/tea5.jpg,Brooke Bond Taaza Danedar Tea 400 Gm,199,Shwapno
187,Tea,pics/tea5.jpg,Brooke Bond Taaza Black Tea 400gm,199,Chaldal
188,Tea,pics/tea2.jpg,Seylon Gold Premium Tea Bag 100gm,75,Shwapno
189,Tea,pics/tea2.jpg,Seylon Gold Blend Tea Bags 100 gm 50pcs,85,Chaldal
190,Tea,pics/tea4.jpg,Jafflong Green Tea(Buy100g Get Tea B100g Free),230,Shwapno
191,Tea,pics/tea4.jpg,Jafflong Green Tea Bag in Bag 100gm,230,Chaldal
192,Tea,pics/tea5.jpg,Brooke Bond Taaza Danedar Tea 200 Gm,100,Shwapno
193,Tea,pics/tea5.jpg,Brooke Bond Taaza Black Tea 200gm,100,Chaldal
194,Fish,pics/fish1.jpg,Bagda Medium (45-55 PCs/ Kg,725,Shwapno
195,Fish,pics/shrimp-bagda-500-gm.jpg,Shrimp Bagda,618,Chaldal
196,Fish,pics/fish2.jpg,Hilsha  900gm+,1020,Shwapno
197,Fish,pics/hilsha.jpg,Whole Frozen Hilsha Kg,1099,Chaldal
198,Fish,pics/fish4.jpg,Deshi Mix Kg*,380,Shwapno
199,Fish,pics/Hawor.jpg,Haor Fish Mix,338,Chaldal
200,Fish,pics/fish5.jpg,Koi Fish Processed Kg,360,Shwapno
201,Fish,pics/fish5.jpg,Koi Fish Processed,265,Chaldal
202,Vegetable,pics/potato.jpg,Potato Per Kg,19,Shwapno
203,Vegetable,pics/potato.jpg,Potato Seasonal 1 kg,19,Chaldal
204,Vegetable,pics/v1.jpg,Beguun Lomba  Kg,55,Shwapno
205,Vegetable,pics/v1.jpg,Long Brinjal Black Kg,38,Chaldal
206,Vegetable,pics/v2.jpg,Cucumber Kg*,65,Shwapno
207,Vegetable,pics/v2.jpg,Deshi Cucumber ,50,Chaldal
208,Vegetable,pics/v3.jpg,Green Banana Per Piece,10,Shwapno
209,Vegetable,pics/v3.jpg,Banana Green 4 pcs,39,Chaldal
210,Vegetable,pics/v4.jpg,Chilli Green Kg*,75,Shwapno
211,Vegetable,pics/v4.jpg,Green Chili  Kg*,60,Chaldal
212,Vegetable,pics/v5.jpg,Capsicum(Green) 100 G,30,Shwapno
213,Vegetable,pics/v5.jpg,Green Capsicum 350 G,89,Chaldal
214,Vegetable,pics/v6.jpg,red tomato - 500gm,29,Chaldal
215,Vegetable,pics/v6.jpg,Tomato Round Kg,60,Shwapno
216,Lemon,pics/lemon.jpg,Lemon Round Pcs,16,Shwapno
217,Lemon,pics/round-lemon-4-pcs.webp,Round Lemon 4 pcs,29,Chaldal
218,Fruits,pics/apple.jpg,Green Apple 1 kg,219,Chaldal
219,Fruits,pics/apple.jpg,Green Apple 1 Kg,275,Shwapno
220,Fruits,pics/pineapple-1-pcs.jpg,Cherry Pineapple Per pices,19,Chaldal
221,Fruits,pics/pineapple-1-pcs.jpg,Cherry Pineapple (Pcs),35,Shwapno
222,Fruits,pics/banana champa.jpg,Banana Chompa 12pcs,59,Chaldal
223,Fruits,pics/banana champa.jpg,Banana (Chini Chompa) Per Pcs,6,Shwapno
224,Fruits,pics/banana champa.jpg,Banana Sagor 4 pcs,39,Chaldal
225,Fruits,pics/banana champa.jpg,Banana (Shagor Kola) Per Pcs,12,Shwapno
226,Fruits,pics/watermelon.jpg,Watermelon Small (3 kg +) pc,109,Chaldal
227,Fruits,pics/watermelon.jpg,Watermelon Stripe 5Kg+,310,Shwapno
228,Fruits,pics/guava.jpg,Guava Thai 1 Kg,125,Shwapno
229,Fruits,pics/guava.jpg,Guava Thai 1 kg,85,Chaldal
230,Fruits,pics/grapes.jpg,Green Grapes 1Kg,345,Shwapno
231,Fruits,pics/grapes.jpg,Green Grapes 250 gm,75,Chaldal
232,Fruits,pics/green mango.jpg,Green Mango (Kacha Aam) Kg,60,Shwapno
233,Fruits,pics/green mango.jpg,Green Mango - 1kg,40,Chaldal
